cod_familiar_fam;n_pessoas_fam;qtd_pessoas_domic_fam
6436489096;2;2.0
6436548793;2;2.0
6436619569;1;1.0
6436736522;3;3.0
6436746676;5;5.0
6436753702;1;1.0
6436765620;3;3.0
6436937340;4;4.0
6436960325;1;1.0
6436999531;2;2.0
6437010100;5;5.0
6437047364;4;4.0
6437057599;3;3.0
6437071745;2;2.0
6437077000;4;4.0
6437117168;4;4.0
6428756340;2;2.0
6428767627;1;1.0
6428805901;2;2.0
6428840804;2;2.0
6428857456;1;1.0
6428905523;3;3.0
6428996308;1;1.0
6428998947;2;2.0
6429006638;3;2.0
6429035220;3;3.0
6429036464;1;1.0
6429081257;2;2.0
6429084272;3;3.0
6429117383;1;1.0
6429184145;3;3.0
6429190625;2;2.0
6429216012;3;3.0
6429221016;3;3.0
6429272940;1;1.0
6429283550;2;2.0
6429336425;2;2.0
6429337669;2;2.0
6429347540;1;1.0
6429348512;1;1.0
6429372812;3;3.0
6429397807;3;3.0
6429442292;3;3.0
6429448657;2;2.0
6429449467;1;1.0
6429466639;3;3.0
6429504077;1;1.0
6429539296;2;3.0
6429642461;2;2.0
6429658970;4;4.0
6429702707;3;3.0
6429709396;2;2.0
6429710645;1;1.0
6429717496;1;1.0
6429842711;1;1.0
6429854990;3;3.0
6429861694;2;2.0
6429869679;4;2.0
6429984427;1;1.0
6429995704;3;3.0
6430001784;1;1.0
6430028984;3;2.0
6430037975;3;3.0
6430039323;2;2.0
6430042898;4;4.0
6430052699;3;2.0
6430065081;3;3.0
6430067700;1;1.0
6430105059;3;3.0
6430115364;2;2.0
6430136876;2;2.0
6430146081;3;1.0
6430146405;5;4.0
6430155404;3;3.0
6430170462;2;2.0
6430280560;3;3.0
6430322319;3;3.0
6430337774;3;3.0
6430344630;2;2.0
6430352307;1;1.0
6430412300;2;1.0
6430413624;4;4.0
6430413705;1;1.0
6430422453;2;2.0
6430427501;1;
6430494608;4;4.0
6430496309;5;5.0
6430597415;3;2.0
6430626024;2;2.0
6430637140;1;1.0
6430655202;5;4.0
6430662683;1;1.0
6430715043;3;5.0
6430784100;2;2.0
6430792030;3;3.0
6430827356;2;2.0
6430878775;2;2.0
6431006283;1;1.0
6431050347;3;3.0
6431053362;2;2.0
6431086295;3;3.0
6431096681;4;4.0
6431100891;4;4.0
6431120493;3;2.0
6431130456;3;2.0
6431141814;2;2.0
6431150139;2;2.0
6431158466;1;3.0
6431233506;4;4.0
6431239970;2;2.0
6431250516;2;2.0
6431279093;1;1.0
6431302923;3;2.0
6431306678;2;2.0
6431315669;1;1.0
6431317955;2;2.0
6431347781;4;4.0
6431371810;2;2.0
6431398262;1;1.0
6431413598;4;4.0
6431446844;1;1.0
6431457102;2;2.0
6431716906;5;4.0
6431723430;1;1.0
6431728076;3;3.0
6431832990;1;1.0
6431837444;1;1.0
6431847326;7;7.0
6431875702;3;3.0
6431999509;3;3.0
6432024129;2;2.0
6432094763;1;1.0
6432121752;1;1.0
6432128099;1;3.0
6432130905;1;1.0
6432164214;2;2.0
6432176816;1;1.0
6432217199;3;3.0
6432239834;1;1.0
6432297958;3;3.0
6432299063;2;2.0
6432304164;1;1.0
6432328187;2;1.0
6432340047;3;3.0
6432356121;5;5.0
6432358841;4;4.0
6432399017;3;3.0
6432399106;2;2.0
6432401100;1;1.0
6432404894;6;6.0
6432412480;4;4.0
6432436400;1;1.0
6432471222;3;3.0
6432527384;3;3.0
6432537851;2;2.0
6432575605;3;3.0
6432592011;2;1.0
6432649145;3;3.0
6432650070;1;1.0
6432664454;1;1.0
6432679303;6;4.0
6432690455;3;3.0
6432708923;2;2.0
6432740576;1;1.0
6432793181;4;4.0
6432835011;4;4.0
6432888808;1;1.0
6432942101;3;2.0
6432966540;3;3.0
6433050840;3;3.0
6433065791;1;1.0
6433141480;3;3.0
6433178804;3;2.0
6433193013;2;2.0
6433199992;2;2.0
6433271421;3;3.0
6433334520;2;2.0
6433463924;3;3.0
6433471439;3;3.0
6433484689;3;3.0
6433581536;1;1.0
6433583822;1;1.0
6433600344;3;3.0
6433645011;4;4.0
6433647308;1;1.0
6433651844;4;4.0
6433698131;3;3.0
6433707220;1;1.0
6433800432;1;1.0
6433875017;1;1.0
6433916309;1;1.0
6433941176;2;2.0
6433960634;5;5.0
6434091222;3;3.0
6434125739;4;4.0
6434147546;4;3.0
6434276869;1;1.0
6434277598;2;1.0
6434313306;4;4.0
6434321678;2;2.0
6434329903;1;1.0
6434332360;1;1.0
6434384599;2;2.0
6434419210;3;3.0
6434431341;2;2.0
6434433557;3;3.0
6434440170;2;2.0
6434455526;3;3.0
6434479549;2;2.0
6434480393;2;2.0
6434516410;2;2.0
6434601875;2;2.0
6434623925;2;2.0
6434632673;2;2.0
6434633130;2;2.0
6434634293;4;3.0
6434676450;3;3.0
6434746504;3;3.0
6434779852;5;5.0
6434781830;1;1.0
6434782802;5;5.0
6434784937;1;1.0
6434865856;4;3.0
6434912102;1;1.0
6434966881;1;2.0
6434974477;2;2.0
6434983700;3;3.0
6435075905;4;4.0
6435093806;1;1.0
6435121010;1;1.0
6435138176;4;3.0
6435152403;1;1.0
6435234302;6;5.0
6435266255;3;3.0
6435270287;2;2.0
6435344906;1;1.0
6435424004;5;5.0
6435432791;1;1.0
6435546614;2;2.0
6437119292;4;3.0
6437215178;1;1.0
6437217030;2;2.0
6437225807;3;3.0
6437308850;5;4.0
6437318651;2;2.0
6437338687;7;6.0
6437399392;5;4.0
6437417633;3;3.0
6437492503;1;1.0
6437621087;1;1.0
6437645504;3;3.0
6437704101;4;4.0
6437732318;1;1.0
6437769157;1;1.0
6437784202;5;5.0
6437822066;3;3.0
6437828269;2;3.0
6437829079;2;3.0
6437831138;4;4.0
6437902256;1;1.0
6437950498;3;3.0
6438004332;2;2.0
6438010146;2;2.0
6438141089;2;2.0
6438182192;4;4.0
6438237434;1;1.0
6438306428;4;4.0
6438330051;3;3.0
6438334049;3;3.0
6438343382;2;2.0
6438348856;4;2.0
6481721121;4;4.0
6481728215;1;1.0
6481793971;6;5.0
6481876915;4;2.0
6481935512;3;3.0
6482018130;2;2.0
6482058272;2;2.0
6482086721;1;1.0
6492036905;1;1.0
6492078900;1;1.0
6492105222;3;3.0
6492130413;1;1.0
6492134249;4;4.0
6492142268;2;2.0
6492148975;1;1.0
6492174208;4;4.0
6492554027;1;1.0
6492611519;3;2.0
6492619250;2;2.0
6492623525;3;3.0
6492655486;4;3.0
6492839102;2;2.0
6492856465;1;1.0
6492883438;1;1.0
6492904028;2;10.0
6492914090;4;4.0
6492936302;2;2.0
6492986911;3;2.0
6493036283;4;6.0
6493054346;1;1.0
6493076234;1;2.0
6493106400;2;2.0
6438358142;5;2.0
6438386197;1;1.0
6438451436;1;1.0
6438451860;3;3.0
6438456071;2;2.0
6438461903;1;2.0
6438493783;3;3.0
6438496618;3;3.0
6438517984;3;3.0
6438592765;2;2.0
6438628549;3;4.0
6438679100;1;1.0
6438685771;4;4.0
6438720275;2;2.0
6438722995;4;4.0
6438742406;2;2.0
6439243535;5;6.0
6439298607;2;2.0
6439308920;1;1.0
6439451995;3;3.0
6439456520;3;3.0
6439495500;3;3.0
6439593358;1;1.0
6439596454;1;1.0
6439598074;3;3.0
6439758373;3;3.0
6439808818;2;2.0
6440077961;3;3.0
6440147412;1;2.0
6440182595;2;2.0
6440346458;2;2.0
6440369237;1;1.0
6440396048;2;2.0
6440437097;2;2.0
6440706250;5;5.0
6441203715;3;3.0
6441666227;3;3.0
6442195139;2;2.0
6442198820;1;1.0
6442282538;1;1.0
6443185200;1;1.0
6443403550;1;1.0
6443413350;2;2.0
6443489098;2;2.0
6443511956;1;1.0
6443664604;4;4.0
6443725590;3;3.0
6443885015;5;5.0
6444180368;3;3.0
6444714508;1;4.0
6444921040;4;4.0
6445003281;1;1.0
6445288189;1;1.0
6445505201;5;5.0
6446226527;1;1.0
6446275730;1;
6446370059;1;1.0
6446422113;1;1.0
6446506058;3;3.0
6446908520;5;4.0
6447552533;3;3.0
6447667004;1;1.0
6447717478;1;1.0
6447809917;1;1.0
6448006230;3;3.0
6448033475;1;1.0
6448171789;3;3.0
6448288899;2;2.0
6449426497;1;1.0
6449433191;1;1.0
6449812885;5;5.0
6449837950;2;2.0
6449952113;1;1.0
6449957778;7;7.0
6450104805;6;6.0
6450165278;4;4.0
6450970391;4;4.0
6451494119;2;2.0
6452163809;2;2.0
6452518445;2;2.0
6452812718;5;5.0
6453135566;5;5.0
6453232685;3;3.0
6453581345;2;2.0
6453710927;1;1.0
6453925966;2;2.0
6454026213;2;2.0
6454065979;3;3.0
6454441628;5;5.0
6454635317;3;3.0
6454675106;5;5.0
6454846954;1;1.0
6455262743;2;2.0
6455309057;2;2.0
6455528603;1;1.0
6455732561;7;2.0
6455872657;2;2.0
6456116031;3;3.0
6456368197;3;4.0
6456858445;1;1.0
6457002668;3;3.0
6457256503;3;4.0
6457281605;5;5.0
6457348297;3;3.0
6458255225;3;3.0
6460028303;1;1.0
6461221425;1;1.0
6461910123;1;1.0
6462601540;2;2.0
6462647450;2;2.0
6462753056;1;1.0
6462930446;1;1.0
6463051403;5;5.0
6463083607;2;1.0
6463357073;4;4.0
6463396990;1;1.0
6463491985;2;2.0
6463543373;1;1.0
6463927350;4;4.0
6464042025;1;1.0
6464395106;2;2.0
6464499661;6;5.0
6464568221;3;3.0
6464722670;4;4.0
6465600692;1;1.0
6465629755;2;2.0
6465638746;3;3.0
6465657961;3;3.0
6465761513;1;1.0
6466084361;1;1.0
6466213510;4;4.0
6466455793;3;3.0
6467074858;3;3.0
6468054524;2;2.0
6468233372;3;3.0
6469028810;2;2.0
6469290973;5;1.0
6469321607;2;2.0
6469456294;4;4.0
6469584373;1;1.0
6469706150;1;1.0
6470016162;3;3.0
6470114920;2;2.0
6470288677;2;2.0
6470327915;1;1.0
6470364527;3;3.0
6470526101;2;2.0
6470693776;2;2.0
6470783171;4;4.0
6470829937;1;1.0
6470890687;2;2.0
6471492065;1;1.0
6471886780;3;3.0
6471905327;2;2.0
6471971460;1;1.0
6472040702;1;1.0
6472059713;4;4.0
6472064636;2;2.0
6472098700;1;1.0
6472157804;1;1.0
6472372888;1;1.0
6472460310;2;2.0
6472460582;3;3.0
6472608750;1;1.0
6472631905;3;3.0
6473088601;1;1.0
6473235590;2;2.0
6473243771;5;3.0
6473370021;1;1.0
6473404880;2;2.0
6473620311;3;3.0
6473638016;3;2.0
6473774971;5;5.0
6473802266;3;3.0
6473944214;2;2.0
6474087838;1;2.0
6474140828;1;1.0
6474264713;1;1.0
6474447800;2;2.0
6474912650;2;1.0
6474927682;5;5.0
6475308994;1;1.0
6475532363;1;1.0
6475586021;4;2.0
6475928518;3;3.0
6476016725;3;3.0
6476273450;3;3.0
6477361876;3;2.0
6477452081;1;1.0
6477568209;1;1.0
6477606496;1;5.0
6477653303;2;2.0
6478364240;4;4.0
6478515710;2;2.0
6478572781;2;2.0
6478666417;3;3.0
6478760782;2;2.0
6478993450;5;2.0
6479248112;3;3.0
6479264827;3;3.0
6479274385;1;1.0
6479321642;3;2.0
6479337050;2;2.0
6479607538;2;2.0
6479717716;5;5.0
6479735536;1;1.0
6479744284;2;1.0
6479790553;1;1.0
6479821297;1;1.0
6479915194;1;1.0
6479940202;3;3.0
6479942248;1;1.0
6479952553;1;1.0
6480066383;3;2.0
6480080025;1;1.0
6480156374;3;3.0
6480161882;1;1.0
6480286669;5;5.0
6480299051;3;3.0
6480351908;1;1.0
6480486404;2;2.0
6480517229;1;1.0
6480531302;3;3.0
6481190410;4;4.0
6481272904;3;3.0
6481471508;2;2.0
6481536146;2;2.0
6481548829;1;1.0
6481690145;4;4.0
6482134394;2;2.0
6482162096;3;3.0
6482173373;3;3.0
6482217095;2;3.0
6482217761;2;2.0
6482234267;1;1.0
6482333400;2;2.0
6482606075;2;2.0
6482637892;2;5.0
6482672531;2;2.0
6482691323;1;1.0
6482713661;2;2.0
6482855610;2;2.0
6482876617;2;1.0
6482903878;2;2.0
6482950604;4;4.0
6483031955;4;4.0
6483061439;3;3.0
6483077009;2;2.0
6483083408;3;3.0
6483128959;2;2.0
6483171889;2;2.0
6483232853;1;1.0
6483250673;2;2.0
6483270780;1;1.0
6483274009;1;1.0
6483299419;2;2.0
6483345623;4;4.0
6483465602;2;2.0
6483469608;1;1.0
6483544820;2;2.0
6483585691;1;1.0
6483589093;3;3.0
6483617054;2;2.0
6483630824;1;1.0
6483657005;1;1.0
6483695527;1;1.0
6483721706;3;3.0
6484135436;4;4.0
6484146713;1;1.0
6484151202;1;1.0
6484163723;4;4.0
6484164614;2;2.0
6484165262;3;2.0
6484175578;3;3.0
6484181110;3;2.0
6484203962;3;3.0
6484506434;5;5.0
6484548609;2;2.0
6484554919;2;2.0
6484575320;1;1.0
6484583854;1;1.0
6484605335;2;2.0
6484609403;3;3.0
6484611572;1;1.0
6484625875;1;1.0
6484682160;3;3.0
6484691665;3;2.0
6484708819;3;3.0
6484791619;2;5.0
6484792186;1;1.0
6484802165;1;1.0
6484828717;2;2.0
6484965110;2;2.0
6484981906;2;2.0
6485148035;1;1.0
6485164588;5;4.0
6485197087;1;1.0
6485517847;3;1.0
6485598405;1;1.0
6485631623;3;3.0
6485654917;3;3.0
6485715649;3;2.0
6485726845;5;2.0
6485783130;1;1.0
6485824855;1;1.0
6486035048;3;3.0
6486049189;3;3.0
6486132167;5;5.0
6486137398;1;
6486161426;4;3.0
6486199407;2;2.0
6486247576;2;2.0
6486260750;6;6.0
6486290072;1;1.0
6486300990;1;1.0
6486348682;2;2.0
6486747030;3;3.0
6486755300;2;2.0
6486758821;1;1.0
6486761024;3;3.0
6486788739;3;3.0
6486808519;2;2.0
6486874902;2;2.0
6486898836;4;4.0
6487015571;1;1.0
6487027901;2;2.0
6487044830;2;2.0
6487057738;5;5.0
6487132292;3;3.0
6487175773;4;4.0
6487176230;1;1.0
6487178950;2;2.0
6487186465;3;3.0
6487196932;3;3.0
6487215236;2;2.0
6487228486;2;2.0
6487262404;2;2.0
6487277347;1;1.0
6487297615;2;2.0
6487298506;2;2.0
6487322741;1;1.0
6487333786;3;3.0
6487344710;3;3.0
6487348546;2;2.0
6487360830;2;2.0
6487425800;5;5.0
6487438618;2;2.0
6487442720;2;2.0
6487448923;3;3.0
6487449300;1;1.0
6487657921;1;1.0
6487660558;1;1.0
6487698520;2;2.0
6487745383;5;5.0
6487765228;4;5.0
6487811866;4;1.0
6487818283;4;4.0
6487819921;2;2.0
6487837580;4;3.0
6487856371;4;3.0
6488218700;1;1.0
6488229150;1;1.0
6488269291;1;1.0
6488269615;3;3.0
6488291203;3;2.0
6488298208;2;2.0
6488364952;3;3.0
6488502930;2;2.0
6488517708;3;3.0
6488548417;1;1.0
6488599917;1;1.0
6488609734;2;2.0
6488699890;5;5.0
6488701894;3;3.0
6488784650;2;2.0
6488793560;3;3.0
6488798286;2;2.0
6488888510;1;1.0
6488945688;2;2.0
6488992848;2;2.0
6489063530;2;2.0
6489074494;2;2.0
6489092638;1;1.0
6489097192;2;2.0
6489158833;3;3.0
6489188236;6;6.0
6489193825;2;2.0
6489202328;3;3.0
6489268850;2;2.0
6489272296;5;5.0
6489273268;2;2.0
6489300419;1;1.0
6489342685;1;1.0
6489416395;1;1.0
6489694107;1;1.0
6489736624;4;4.0
6489737353;2;2.0
6489790912;3;3.0
6489804301;2;2.0
6489812312;3;3.0
6489816903;1;1.0
6489882019;1;1.0
6489888050;1;1.0
6489950111;1;1.0
6489978040;1;1.0
6490020912;2;2.0
6490034549;3;3.0
6490057247;2;2.0
6490080907;4;4.0
6490101408;1;1.0
6490112108;1;1.0
6490145618;3;2.0
6490146428;3;3.0
6490192454;3;3.0
6490197766;4;4.0
6490230135;5;5.0
6490258900;1;1.0
6490328887;2;2.0
6490347598;4;4.0
6490396882;2;2.0
6490465280;4;4.0
6490535670;2;2.0
6490603934;4;4.0
6490620278;5;5.0
6490624850;2;2.0
6490625741;3;2.0
6490635038;3;3.0
6490654504;5;5.0
6490668980;3;3.0
6490691884;3;3.0
6490718677;4;3.0
6490730880;1;1.0
6490766485;2;2.0
6490767619;4;4.0
6490778734;1;1.0
6490824434;1;1.0
6490849852;4;4.0
6491146715;2;2.0
6491149307;1;1.0
6491204340;1;3.0
6491238830;4;4.0
6491274047;4;4.0
6491290751;2;6.0
6491299465;1;1.0
6491333825;2;2.0
6491368297;1;1.0
6491443418;4;4.0
6491455343;3;3.0
6491500586;2;2.0
6491570100;1;2.0
6491576485;1;1.0
6491577295;3;3.0
6491684458;3;3.0
6491684962;3;3.0
6491727360;3;3.0
6491735540;1;1.0
6491735974;2;2.0
6491739961;3;3.0
6491744701;2;2.0
6491749258;2;2.0
6491751317;1;1.0
6491784835;1;1.0
6491817865;1;1.0
6491824055;2;2.0
6491876870;1;1.0
6491892301;1;1.0
6491898172;1;1.0
6491904245;4;4.0
6491951324;3;3.0
6491981150;1;1.0
6491985148;1;1.0
6492025890;4;4.0
6493185440;2;2.0
6493248620;2;2.0
6493339260;2;2.0
6493345820;1;1.0
6493350158;2;2.0
6493376548;3;3.0
6493383404;5;5.0
6493396301;3;3.0
6493412790;3;2.0
6493418488;2;2.0
6493590540;2;2.0
6493779669;1;1.0
6493810922;3;3.0
6493823072;1;1.0
6493832306;1;1.0
6493895227;2;2.0
6501239214;2;2.0
6501260922;3;3.0
6501293189;3;3.0
6501337305;4;4.0
6501340101;2;3.0
6501453135;1;1.0
6501463521;3;3.0
6501483395;2;2.0
6501503094;4;4.0
6501505461;3;3.0
6501514967;3;3.0
6501755735;2;2.0
6502030467;1;1.0
6502051898;1;1.0
6502057233;7;7.0
6502059287;2;2.0
6502152066;8;8.0
6502190316;1;1.0
6502325181;2;2.0
6502369634;1;1.0
6502395988;1;1.0
6502396607;4;6.0
6502416306;2;2.0
6502472052;3;2.0
6502532489;1;1.0
6502534937;5;5.0
6502562981;1;1.0
6502578632;1;1.0
6502586066;3;3.0
6502591493;3;3.0
6502604900;1;1.0
6502652700;1;1.0
6502675328;4;4.0
6502709915;1;1.0
6502745202;2;2.0
6502774814;4;3.0
6502794092;2;2.0
6502835112;2;2.0
6502844375;1;1.0
6502861385;1;1.0
6502893821;4;3.0
6502914500;3;3.0
6502929281;1;1.0
6502965083;2;2.0
6503076070;1;1.0
6503180217;2;3.0
6503180306;4;4.0
6493913659;1;1.0
6493913900;1;1.0
6493948100;1;1.0
6493994390;2;2.0
6494055281;1;1.0
6494130321;2;2.0
6494167756;1;1.0
6494176747;1;1.0
6494204384;3;2.0
6494250815;1;1.0
6494258476;3;3.0
6494298184;2;2.0
6494300421;2;2.0
6494312608;2;2.0
6494314805;6;5.0
6494347657;1;1.0
6494385230;3;3.0
6494482279;3;3.0
6494540490;1;1.0
6494563783;1;3.0
6494619835;4;4.0
6494672647;3;3.0
6494675409;4;1.0
6494682790;4;5.0
6494722849;3;3.0
6494742874;3;3.0
6494749887;3;3.0
6494767192;4;3.0
6494790178;2;2.0
6495223463;3;3.0
6495286546;1;1.0
6495313101;1;1.0
6495319142;4;4.0
6495333137;1;1.0
6495357664;2;2.0
6495393113;2;1.0
6495395086;2;2.0
6495433786;1;1.0
6495576463;3;3.0
6495577940;3;3.0
6495580142;5;5.0
6495609736;3;3.0
6495635303;4;4.0
6495639481;2;2.0
6495640226;3;3.0
6495653123;1;1.0
6495658435;3;3.0
6495663196;2;2.0
6495667264;5;5.0
6495674392;2;2.0
6495756445;3;3.0
6495761600;2;1.0
6495770006;5;5.0
6495784066;1;1.0
6495855508;4;3.0
6495899475;3;3.0
6495952384;1;1.0
6495982704;2;2.0
6496122806;4;4.0
6496139296;2;2.0
6496145008;2;2.0
6496151075;2;2.0
6496161704;3;3.0
6496166854;3;3.0
6496189552;4;4.0
6496207631;4;4.0
6496243190;1;1.0
6496264783;4;3.0
6496568065;1;1.0
6496576670;2;2.0
6496579776;1;1.0
6496587280;4;4.0
6496626600;1;1.0
6496650152;3;3.0
6496661944;3;3.0
6496669686;4;3.0
6496682518;1;1.0
6496736200;1;1.0
6496790248;3;3.0
6496811695;1;1.0
6496814368;1;1.0
6496831610;2;2.0
6496844275;2;2.0
6496872724;1;1.0
6496906300;3;2.0
6496966389;2;2.0
6496974136;1;2.0
6496978395;4;4.0
6497001808;4;4.0
6497022201;3;2.0
6497023950;2;2.0
6497042237;3;2.0
6497068031;2;2.0
6497090207;1;1.0
6497134271;2;2.0
6497136649;2;2.0
6497155350;4;3.0
6497168176;2;2.0
6497184104;4;3.0
6497188606;3;3.0
6497211284;2;2.0
6497223533;1;1.0
6497224777;2;2.0
6497285563;1;1.0
6497304533;4;4.0
6497308792;1;1.0
6497410058;3;3.0
6497456473;2;2.0
6497502416;1;1.0
6497520074;1;1.0
6497611622;3;3.0
6497621938;5;2.0
6497978410;1;1.0
6497980822;2;2.0
6497995340;2;2.0
6498019115;4;4.0
6498024976;3;3.0
6498035749;2;2.0
6498058013;4;4.0
6498071540;2;2.0
6498091061;2;2.0
6498099984;1;1.0
6498117206;1;1.0
6498126701;1;1.0
6498134801;4;4.0
6498198613;2;1.0
6498204605;2;2.0
6498220996;2;2.0
6498262303;1;1.0
6498263610;2;2.0
6498264187;1;1.0
6498286741;1;1.0
6498308737;2;2.0
6498329300;2;1.0
6498353953;2;2.0
6498369108;1;1.0
6498373202;1;1.0
6498406747;4;3.0
6498416548;3;3.0
6498434104;2;2.0
6498441658;3;3.0
6498442204;1;1.0
6498453230;1;1.0
6498455446;3;3.0
6498481447;2;2.0
6498497874;1;1.0
6498538732;4;2.0
6498549343;1;1.0
6498567830;3;3.0
6498573309;3;3.0
6498604700;4;4.0
6498607211;2;2.0
6498629967;4;4.0
6498685107;5;4.0
6498700777;2;2.0
6498715456;2;2.0
6498729597;2;1.0
6498737000;3;3.0
6498746840;4;4.0
6498790903;2;3.0
6498798726;3;3.0
6498825987;3;2.0
6498872632;3;2.0
6498916435;1;1.0
6499150037;5;4.0
6499218014;1;1.0
6499227862;1;1.0
6499248860;1;1.0
6499265365;1;1.0
6499265799;2;2.0
6499278343;3;2.0
6499332305;3;3.0
6499351369;6;6.0
6499353140;4;4.0
6499354384;1;1.0
6499362565;3;3.0
6499376434;2;2.0
6499380113;4;4.0
6499404667;3;3.0
6499446238;3;3.0
6499488151;1;1.0
6499531936;2;2.0
6499551961;1;1.0
6499556335;2;2.0
6499586595;4;4.0
6499668567;3;3.0
6499745499;2;2.0
6499784206;1;1.0
6499797618;1;1.0
6499829919;6;6.0
6499876402;1;1.0
6499889148;5;5.0
6499938700;3;3.0
6499997200;3;3.0
6500026799;1;1.0
6500037995;2;2.0
6500060032;2;1.0
6500070429;4;4.0
6500085612;3;3.0
6500136209;4;4.0
6500149521;4;4.0
6500196287;6;5.0
6500497724;2;2.0
6500502230;3;3.0
6500521889;1;1.0
6500540166;4;4.0
6500552687;2;2.0
6500592204;2;2.0
6500663837;4;4.0
6500728556;2;2.0
6500732740;1;1.0
6500743946;4;3.0
6500744403;2;2.0
6500747933;1;1.0
6500777174;3;3.0
6500799224;4;4.0
6500844890;3;3.0
6500845862;16;7.0
6500858840;1;1.0
6500868560;2;2.0
6500927087;2;2.0
6500982428;2;2.0
6500985958;3;3.0
6501005302;2;3.0
6501010144;2;2.0
6501072417;1;1.0
6501088500;2;2.0
6501104041;1;1.0
6501105102;1;1.0
6501143292;1;1.0
6501147360;3;3.0
6501185882;4;3.0
6501192072;1;1.0
6503415206;3;2.0
6503445105;1;1.0
6503481250;4;4.0
6503500300;5;3.0
6503526024;3;3.0
6503533829;1;1.0
6503579497;2;2.0
6503581122;4;3.0
6503591276;2;2.0
6503603894;2;2.0
6503617178;2;2.0
6503736690;1;1.0
6503754833;3;3.0
6503858612;5;3.0
6503891822;1;1.0
6503976143;2;2.0
6503979916;4;4.0
6503984677;1;1.0
6504055955;5;4.0
6504071993;2;2.0
6504082090;3;3.0
6504146080;1;2.0
6504179336;3;3.0
6513790247;2;2.0
6513792533;3;3.0
6513831105;3;3.0
6513832691;1;1.0
6513838460;1;1.0
6513850754;1;1.0
6513859700;3;3.0
6513904943;5;4.0
6513930782;3;3.0
6513933374;3;3.0
6513943094;1;1.0
6513967600;5;5.0
6513986656;1;1.0
6513997852;2;2.0
6514002285;2;2.0
6514014291;3;3.0
6514018360;4;3.0
6514033245;5;5.0
6514052380;5;5.0
6514064710;4;4.0
6514075240;4;1.0
6514086608;3;3.0
6514101348;1;1.0
6514118828;2;2.0
6514121616;1;1.0
6514153496;7;9.0
6514163610;1;1.0
6514179533;3;3.0
6514183131;5;5.0
6514222803;3;3.0
6514251820;2;2.0
6514252044;2;2.0
6514272231;5;5.0
6514282970;3;2.0
6514286704;1;1.0
6514302165;2;2.0
6514312047;4;4.0
6514316620;2;2.0
6514639399;1;1.0
6504235007;1;1.0
6504273430;3;3.0
6504298777;1;1.0
6504303363;2;2.0
6504345449;3;3.0
6504350280;3;3.0
6504367256;1;1.0
6504373060;2;2.0
6504407657;4;4.0
6504414602;2;2.0
6504422451;3;3.0
6504520119;4;4.0
6504549796;3;3.0
6504862699;3;2.0
6504890200;1;2.0
6504963886;1;1.0
6504988528;4;4.0
6505034498;2;2.0
6505085050;2;2.0
6505092340;4;4.0
6505130292;1;1.0
6505156259;4;2.0
6505185780;3;3.0
6505219277;2;2.0
6505279504;3;3.0
6505283447;4;4.0
6505320741;2;2.0
6505380728;1;2.0
6505396217;3;3.0
6505436707;3;3.0
6505442006;4;1.0
6505457615;2;2.0
6505471600;3;3.0
6505541241;2;2.0
6505558136;1;1.0
6505560114;4;4.0
6505569413;1;1.0
6505679600;2;2.0
6505735283;2;2.0
6505757503;2;2.0
6505782605;4;4.0
6505787089;3;3.0
6505810404;3;3.0
6505813500;3;3.0
6505838848;2;2.0
6505912240;4;4.0
6505914960;1;1.0
6506017180;2;2.0
6506247851;2;2.0
6506304405;1;1.0
6506320010;1;1.0
6506327375;3;3.0
6506331488;1;1.0
6506331992;1;1.0
6506359811;1;1.0
6506366273;2;2.0
6506426357;3;3.0
6506430974;1;1.0
6506483237;1;1.0
6506487577;1;1.0
6506513160;2;2.0
6506536373;1;1.0
6506619740;2;2.0
6506684801;3;3.0
6506701080;3;2.0
6506870788;4;4.0
6506873965;1;1.0
6506898100;3;2.0
6506921528;1;1.0
6506952326;1;2.0
6507076481;4;4.0
6507135917;2;2.0
6507147680;1;1.0
6507196118;4;3.0
6507220272;1;1.0
6507591769;3;3.0
6507619019;2;2.0
6507625337;3;3.0
6507648540;2;2.0
6507663263;2;2.0
6507683531;2;2.0
6507763640;2;2.0
6507765503;2;2.0
6507840572;2;2.0
6507895202;2;2.0
6507906263;1;1.0
6507921149;1;1.0
6507955981;1;1.0
6508075969;1;1.0
6508081853;2;1.0
6508170872;1;1.0
6508173707;2;2.0
6508204106;2;2.0
6508217003;3;3.0
6508368206;1;1.0
6508474669;1;1.0
6508492640;2;2.0
6508516094;2;2.0
6508538810;3;3.0
6508549936;1;1.0
6508558099;2;2.0
6508564498;5;4.0
6508622285;2;2.0
6508635778;4;4.0
6508636669;4;4.0
6508701070;4;3.0
6509062844;2;2.0
6509100010;3;2.0
6509108429;2;2.0
6509120127;3;3.0
6509200821;2;2.0
6509207591;2;2.0
6509208644;2;2.0
6509213729;2;2.0
6509316617;5;5.0
6509338424;1;3.0
6509363291;3;3.0
6509505690;2;2.0
6509580802;2;3.0
6509585944;2;2.0
6509599228;3;4.0
6509610990;5;4.0
6509614472;3;3.0
6509663252;2;2.0
6509672162;3;3.0
6509772973;2;2.0
6509817829;5;5.0
6509861640;1;1.0
6509943107;1;1.0
6510000504;3;1.0
6510001144;2;4.0
6510048612;1;1.0
6510111594;2;2.0
6510122367;2;2.0
6510132672;4;4.0
6510229161;1;1.0
6510471027;3;3.0
